"Genes, RefSeq propagation from SGD, annotation version R64-2-1"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_001138.5,53,535,,plus,850476,
NC_001138.5,836,1363,,plus,850477,
NC_001138.5,1437,2615,,minus,850478,
NC_001138.5,3030,3338,,minus,850479,
NC_001138.5,3322,3846,,minus,850480,
NC_001138.5,6426,7565,COS4,plus,850482,
NC_001138.5,9545,10222,DDI2,plus,850483,
NC_001138.5,10301,10969,SNO3,minus,850484,
NC_001138.5,11363,12259,SNZ3,plus,850485,
NC_001138.5,12929,13951,THI5,plus,850486,
NC_001138.5,14305,15431,AAD6,minus,850488,
NC_001138.5,17004,18680,AGP3,plus,850489,
NC_001138.5,20847,22787,AQY3,minus,850490,
NC_001138.5,23423,25198,DAK2,plus,850491,
NC_001138.5,28232,29629,ZNF1,plus,850492,
NC_001138.5,30058,30540,,minus,850493,
NC_001138.5,33272,35848,ALR2,minus,850494,
NC_001138.5,36803,38674,SWP82,plus,850495,
NC_001138.5,38843,40180,EMP47,minus,850496,
NC_001138.5,40421,42565,RGD2,plus,850497,
NC_001138.5,42815,43438,FMP32,plus,850498,
NC_001138.5,43628,44392,SEC53,minus,850499,
NC_001138.5,44655,45560,OTU1,minus,850500,
NC_001138.5,45720,47744,LAM5,minus,850501,
NC_001138.5,48734,48925,,plus,1466401,
NC_001138.5,49139,51007,FET5,plus,850502,
NC_001138.5,51350,52972,,plus,850503,
NC_001138.5,53260,54696,ACT1,minus,850504,
NC_001138.5,55366,55986,YPT1,minus,850505,
NC_001138.5,56336,57709,TUB2,plus,850506,
NC_001138.5,57815,58521,,minus,9164892,
NC_001138.5,58782,62837,RPO41,plus,850507,
NC_001138.5,63016,63993,MOB2,minus,850508,
NC_001138.5,64243,64932,RPL22B,minus,850509,
NC_001138.5,65477,68698,MIL1,plus,850510,
NC_001138.5,69115,74427,RIM15,minus,850511,
NC_001138.5,75179,76147,HAC1,plus,850513,
NC_001138.5,76831,77988,AGX1,plus,850514,
NC_001138.5,78055,79161,CAK1,minus,850515,
NC_001138.5,79344,80213,CAF16,minus,850516,
NC_001138.5,80419,81912,GYP8,minus,850517,
NC_001138.5,82580,83875,STE2,plus,850518,
NC_001138.5,84145,87234,BST1,minus,850519,
NC_001138.5,87847,90345,EPL1,minus,850520,
NC_001138.5,90986,93376,BUD27,plus,850521,
NC_001138.5,93499,95010,FRS2,minus,850522,
NC_001138.5,95966,97498,GAT1,plus,850523,
NC_001138.5,99231,99599,PAU5,minus,850524,
NC_001138.5,100252,100605,,minus,850525,
NC_001138.5,101376,101478,SUF9,plus,850526,
NC_001138.5,101628,103127,LPD1,minus,850527,
NC_001138.5,103699,103932,SMX2,plus,850528,
NC_001138.5,103983,104462,GNA1,minus,850529,
NC_001138.5,104701,106236,MDJ1,minus,850530,
NC_001138.5,106469,106963,,minus,850531,
NC_001138.5,107256,107585,HSP12,plus,850532,
NC_001138.5,107852,109930,IES1,minus,850534,
NC_001138.5,110647,111093,,plus,850535,
NC_001138.5,112345,113985,HXT10,plus,850536,
NC_001138.5,114990,115274,AUA1,plus,850537,
NC_001138.5,115108,115743,WWM1,minus,850538,
NC_001138.5,116145,118484,CDC4,plus,850539,
NC_001138.5,119429,123106,SMC1,plus,850540,
NC_001138.5,123479,129910,BLM10,plus,850541,
NC_001138.5,130334,130981,SEC4,plus,850543,
NC_001138.5,131061,131503,,minus,9164889,
NC_001138.5,131810,134296,VTC2,plus,850544,
NC_001138.5,134521,137157,MSH4,minus,850545,
NC_001138.5,137486,137559,,minus,850546,
NC_001138.5,138204,143517,,plus,850548,
NC_001138.5,138204,139520,,plus,850547,
NC_001138.5,145114,146934,SPB4,minus,850549,
NC_001138.5,147131,148459,DEG1,plus,850550,
NC_001138.5,149110,149724,LOC1,plus,850551,
NC_001138.5,150016,152535,NIC96,plus,850552,
NC_001138.5,152657,153124,YPI1,minus,850553,
NC_001138.5,153393,154313,RPN11,plus,850554,
NC_001138.5,154527,155873,SAD1,minus,850555,
NC_001138.5,156145,157752,,plus,850556,
NC_001138.5,157916,158007,,minus,850557,
NC_001138.5,159299,160360,YFH7,plus,850558,
NC_001138.5,160535,161200,FAR7,plus,850559,
NC_001138.5,162228,162298,SUF20,plus,850560,
NC_001138.5,162488,164746,GCN20,plus,850561,
