"Genes, RefSeq propagation from SGD, annotation version R64-2-1"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_001144.5,585,4301,,minus,850659,
NC_001144.5,5605,5775,,plus,1466404,
NC_001144.5,6120,9836,,minus,850660,
NC_001144.5,13083,13445,PAU18,minus,850662,
NC_001144.5,14648,16072,AYT1,minus,850663,
NC_001144.5,16639,17613,MHT1,minus,850664,
NC_001144.5,17956,19707,MMP1,plus,850665,
NC_001144.5,21138,21839,GTT2,minus,850666,
NC_001144.5,23569,25296,,plus,850668,
NC_001144.5,25756,26994,JLP1,minus,850669,
NC_001144.5,27409,28305,,minus,850670,
NC_001144.5,30109,31704,YCT1,plus,850671,
NC_001144.5,32673,35204,,minus,850672,
NC_001144.5,35503,35961,,minus,850673,
NC_001144.5,35912,36361,AQY2,minus,850674,
NC_001144.5,37333,39471,FRE6,minus,850675,
NC_001144.5,39804,40414,COF1,minus,850676,
NC_001144.5,40666,41205,LDB18,plus,850677,
NC_001144.5,41280,46265,YBT1,minus,850678,
NC_001144.5,46714,47463,RNP1,minus,850680,
NC_001144.5,47859,48629,RPL8B,minus,850682,
NC_001144.5,49938,51947,FPS1,plus,850683,
NC_001144.5,52087,52590,ATG10,minus,850684,
NC_001144.5,53131,53931,SDH2,minus,850685,
NC_001144.5,54211,63645,VPS13,minus,850619,
NC_001144.5,64062,65207,UBI4,minus,850620,
NC_001144.5,65775,66518,ENT4,minus,850621,
NC_001144.5,66745,68256,PRP19,minus,850623,
NC_001144.5,68580,70478,GRC3,plus,850624,
NC_001144.5,70633,73146,RIX7,minus,850625,
NC_001144.5,73409,74101,IRC19,plus,850626,
NC_001144.5,74270,76747,,minus,850627,
NC_001144.5,77152,80205,GPI13,minus,850628,
NC_001144.5,80356,80697,RRT7,minus,850629,
NC_001144.5,81461,83710,FRA1,plus,850630,
NC_001144.5,84804,86564,TPO1,plus,850631,
NC_001144.5,87403,88155,ISA1,plus,850632,
NC_001144.5,88623,91349,HSP104,plus,850633,
NC_001144.5,92548,92650,,plus,850634,
NC_001144.5,94747,95121,PAU17,plus,850635,
NC_001144.5,95566,97485,SSA2,minus,850636,
NC_001144.5,97997,98836,POM33,minus,850637,
NC_001144.5,99044,100201,HIF1,minus,850638,
NC_001144.5,100947,105347,SPA2,plus,850639,
NC_001144.5,105686,107899,KNS1,minus,850641,
NC_001144.5,108676,108972,COX19,minus,850642,
NC_001144.5,109902,111575,DPS1,minus,850643,
NC_001144.5,112234,112545,,plus,2827706,
NC_001144.5,112847,115993,SDC25,plus,850644,
NC_001144.5,116432,121111,BPT1,plus,850645,
NC_001144.5,121322,121648,EMC6,plus,850646,
NC_001144.5,122075,124714,PUF3,minus,850647,
NC_001144.5,125534,127255,YEH1,plus,850648,
NC_001144.5,127523,128992,SOF1,plus,850649,
NC_001144.5,129330,130613,PSR1,minus,850650,
NC_001144.5,131205,131414,COX17,minus,850651,
NC_001144.5,131729,133987,DRS1,plus,850652,
NC_001144.5,134302,136299,LMO1,minus,850653,
NC_001144.5,136345,136521,,plus,1466403,
NC_001144.5,136586,137866,MMM1,plus,850654,
NC_001144.5,137940,140546,SPO75,minus,850655,
NC_001144.5,141073,142923,ORC3,plus,850656,
NC_001144.5,143201,146041,SFI1,plus,850657,
NC_001144.5,146291,147601,RTT109,plus,850658,
NC_001144.5,147890,150163,DNM1,plus,850686,
NC_001144.5,151389,153977,,minus,850687,
NC_001144.5,154343,156334,NOC3,minus,850688,
NC_001144.5,156855,157730,CMS1,minus,850689,
NC_001144.5,157934,159505,THI73,minus,850690,
NC_001144.5,160049,161434,SSL1,plus,850691,
NC_001144.5,161755,163893,SSK1,minus,850692,
NC_001144.5,164392,165402,NSE1,plus,850693,
NC_001144.5,165577,166083,PAM18,minus,850694,
NC_001144.5,166537,167136,RLP24,plus,850695,
NC_001144.5,167320,167802,TEN1,minus,850696,
NC_001144.5,167944,168025,,minus,850697,
NC_001144.5,169103,169678,LOT6,plus,850698,
NC_001144.5,169982,170281,,minus,850699,
NC_001144.5,171339,171764,GAT3,plus,850700,
NC_001144.5,172268,174982,PPR1,minus,850701,
NC_001144.5,175227,176744,BRE2,plus,850702,
NC_001144.5,176802,177416,PML1,minus,850703,
NC_001144.5,177608,178621,MEU1,plus,850704,
NC_001144.5,178707,179606,POM34,minus,850705,
NC_001144.5,180288,181481,PSR2,plus,850706,
NC_001144.5,181789,183405,YEH2,minus,850707,
NC_001144.5,183623,184162,IRC25,plus,850708,
NC_001144.5,184174,184926,SDO1,minus,850709,
NC_001144.5,185498,187129,IZH3,minus,850710,
NC_001144.5,187663,193281,UBR2,minus,850711,
NC_001144.5,194452,195174,SNF7,plus,850712,
NC_001144.5,195450,196472,SED5,minus,850713,
NC_001144.5,196829,198085,AAT2,minus,850714,
NC_001144.5,198784,199389,,plus,9164925,
NC_001144.5,199540,201315,ADE16,minus,850715,
NC_001144.5,201976,202590,RPL15A,minus,850716,
NC_001144.5,203290,204081,,plus,850717,
NC_001144.5,204225,204785,,plus,850718,
NC_001144.5,204991,208500,RAD5,plus,850719,
NC_001144.5,208761,210269,RSC58,plus,850720,
NC_001144.5,210512,211933,SMF3,minus,850721,
NC_001144.5,212369,214456,MLH2,minus,850722,
NC_001144.5,214883,214955,,minus,850723,
NC_001144.5,215440,218907,,minus,850724,
NC_001144.5,221521,222132,,minus,850725,
NC_001144.5,222685,223059,PAU23,minus,850726,
NC_001144.5,224921,225172,COX12,minus,850727,
NC_001144.5,225426,228596,RIC1,minus,850728,
NC_001144.5,228908,229582,AFB1,minus,850730,
NC_001144.5,229966,230451,,minus,850731,
NC_001144.5,231702,232013,TRX1,minus,850732,
NC_001144.5,232390,234081,PDC1,minus,850733,
NC_001144.5,235037,237703,STU2,minus,850734,
NC_001144.5,238001,238813,,minus,850735,
NC_001144.5,239347,241407,FRE8,minus,850736,
NC_001144.5,242232,243349,RPS0B,plus,850737,
NC_001144.5,243886,245172,MLO50,minus,850738,
NC_001144.5,245587,246072,EMA19,minus,850739,
NC_001144.5,246324,246977,FCF2,minus,850740,
NC_001144.5,247201,247953,IES3,plus,850741,
NC_001144.5,248100,248426,,minus,850742,
NC_001144.5,248717,250978,OSW2,minus,850743,
NC_001144.5,251272,253080,SPT8,minus,850744,
NC_001144.5,253861,254958,ERG3,plus,850745,
NC_001144.5,255306,257855,MNL2,plus,850746,
NC_001144.5,257992,259401,SHM2,minus,850747,
NC_001144.5,259738,260547,REX2,minus,850748,
NC_001144.5,260979,262766,FRS1,plus,850749,
NC_001144.5,263194,263948,RPL22A,plus,850750,
NC_001144.5,264157,265254,BMT6,plus,850752,
NC_001144.5,265456,266277,PER33,plus,850753,
NC_001144.5,266373,266918,SND2,minus,850754,
NC_001144.5,267169,267723,SPC3,plus,850755,
NC_001144.5,267813,270710,PET309,minus,850756,
NC_001144.5,271008,271463,FYV7,plus,850757,
NC_001144.5,271630,273915,MEF1,minus,850758,
NC_001144.5,274141,275211,XYL2,minus,850759,
NC_001144.5,275378,278626,RGR1,minus,850760,
NC_001144.5,278862,280943,LAM6,plus,850761,
NC_001144.5,281019,281621,RFU1,minus,850762,
NC_001144.5,281956,282456,BUD20,minus,850763,
NC_001144.5,282927,283592,RPL10,plus,850764,
NC_001144.5,283872,285623,FMP25,plus,850766,
NC_001144.5,285736,286559,BOS1,minus,850767,
NC_001144.5,286820,287674,SIC1,plus,850768,
NC_001144.5,287916,289250,EMP46,plus,850769,
NC_001144.5,290212,291936,GAL2,plus,850770,
NC_001144.5,292394,293572,SRL2,minus,850771,
NC_001144.5,294091,296094,EMP70,minus,850772,
NC_001144.5,296589,300251,RAX2,minus,850773,
NC_001144.5,300673,301989,ARP6,minus,850774,
NC_001144.5,302243,306499,SMC4,plus,850775,
NC_001144.5,306855,315731,CSF1,minus,850776,
NC_001144.5,316107,317951,GAA1,plus,850777,
NC_001144.5,318237,320015,ALT1,minus,850778,
NC_001144.5,320701,322080,XDJ1,plus,850779,
