"Genes, RefSeq propagation from SGD, annotation version R64-2-1"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_001143.9,1810,2181,PAU16,minus,853656,
NC_001143.9,3503,5620,,minus,853658,
NC_001143.9,6107,7528,MCH2,plus,853659,
NC_001143.9,9091,11226,FRE2,minus,853660,
NC_001143.9,14485,15708,COS9,plus,853661,
NC_001143.9,17359,18339,SRY1,minus,853662,
NC_001143.9,22234,24084,JEN1,plus,853663,
NC_001143.9,25215,26159,URA1,plus,853664,
NC_001143.9,26827,30687,OXP1,minus,853665,
NC_001143.9,31082,31693,YRA2,minus,853666,
NC_001143.9,31960,34107,DOA1,minus,853667,
NC_001143.9,34543,36414,SAC1,plus,853668,
NC_001143.9,36699,38153,TRP3,minus,853669,
NC_001143.9,38811,38911,,plus,9164917,
NC_001143.9,39163,42237,UBA1,plus,853670,
NC_001143.9,42423,46295,STE6,minus,853671,
NC_001143.9,46735,46806,TRT2,minus,853672,
NC_001143.9,47157,47972,CBT1,plus,853673,
NC_001143.9,48194,48955,EMC3,plus,853628,
NC_001143.9,49006,49809,ADD66,minus,853629,
NC_001143.9,50051,53353,LOS1,plus,853630,
NC_001143.9,53704,55602,EAP1,plus,853631,
NC_001143.9,55935,63359,TOR2,minus,853632,
NC_001143.9,63930,67466,MNN4,minus,853634,
NC_001143.9,68232,70220,PTK1,minus,853635,
NC_001143.9,70734,73865,PEX1,minus,853636,
NC_001143.9,74624,74697,,plus,853637,
NC_001143.9,74932,75534,YKT6,minus,853638,
NC_001143.9,75821,77032,MIA40,plus,853639,
NC_001143.9,77258,78646,MST1,minus,853640,
NC_001143.9,78866,79882,SDS22,minus,853641,
NC_001143.9,80160,80537,ACP1,minus,853642,
NC_001143.9,81035,82639,DPH2,plus,853643,
NC_001143.9,82947,83550,CNB1,plus,853644,
NC_001143.9,84208,84291,,plus,853645,
NC_001143.9,84704,85903,HYM1,plus,853646,
NC_001143.9,86225,88786,PXA2,minus,853647,
NC_001143.9,89284,91536,FAT3,minus,853648,
NC_001143.9,92744,93298,MTR2,minus,853649,
NC_001143.9,94499,96265,ASH1,plus,853650,
NC_001143.9,96757,98157,SPE1,plus,853651,
NC_001143.9,98395,98607,,minus,1500485,
NC_001143.9,98721,99641,LOT5,plus,853652,
NC_001143.9,100671,106826,FAS1,plus,853653,
NC_001143.9,107316,108599,PRS1,plus,853654,
NC_001143.9,109269,110129,RPL17A,plus,853674,
NC_001143.9,110464,112503,COY1,minus,853675,
NC_001143.9,113215,114627,STE3,minus,853677,
NC_001143.9,115500,117986,LST4,minus,853678,
NC_001143.9,118793,120304,ZRT3,plus,853679,
NC_001143.9,120380,122236,TPO5,minus,853680,
NC_001143.9,122517,125543,SNU114,plus,853681,
NC_001143.9,125759,127042,EBP2,plus,853682,
NC_001143.9,127475,130261,NNK1,plus,853683,
NC_001143.9,130634,131050,MRPL38,plus,853684,
NC_001143.9,131288,133462,KKQ8,minus,853686,
NC_001143.9,133721,134134,MRP49,minus,853687,
NC_001143.9,134509,135705,TPK3,minus,853688,
NC_001143.9,137932,140691,MCD4,minus,853690,
NC_001143.9,141018,141089,,minus,853691,
NC_001143.9,141794,142819,PIR1,minus,853692,
NC_001143.9,144401,145378,PIR3,plus,853693,
NC_001143.9,147630,148838,,minus,853695,
NC_001143.9,149386,150687,KDX1,minus,853696,
NC_001143.9,153269,153706,ELF1,plus,853697,
NC_001143.9,153816,154451,RCN1,minus,853698,
NC_001143.9,154991,158232,APE2,plus,853699,
NC_001143.9,158613,159212,RPS27A,plus,853700,
NC_001143.9,159456,161342,RSM22,minus,853701,
NC_001143.9,161601,162335,SRP102,plus,853702,
NC_001143.9,162487,162558,,minus,853703,
NC_001143.9,163642,164385,GPM1,minus,853705,
NC_001143.9,164917,165930,NNR2,minus,853706,
NC_001143.9,166544,167452,MCR1,plus,853707,
NC_001143.9,167612,168829,DBR1,minus,853708,
NC_001143.9,169207,171129,SDH1,minus,853709,
NC_001143.9,171783,173861,AVT3,plus,853710,
NC_001143.9,174213,175616,RPT1,plus,853712,
NC_001143.9,175843,176481,RPC25,minus,853713,
NC_001143.9,176781,178172,LTV1,plus,853714,
